id,url,name,type,authority_uri,note,text_units
castelloPorchia,https://statutiascoli.it/territorio.html?id=castelloPorchia,castello de Porchia,castello,,,id=statPop_libro2_rubrica12; url=https://statutiascoli.it/statuti.html?id=2_2_13 | id=statPop_libro5_indice; url=https://statutiascoli.it/statuti.html?id=2_5_0 | id=statPop_libro5_rubrica14; url=https://statutiascoli.it/statuti.html?id=2_5_14
castelloCossignano,https://statutiascoli.it/territorio.html?id=castelloCossignano,castello de Cosignano,castello,,,id=statPop_libro2_rubrica12; url=https://statutiascoli.it/statuti.html?id=2_2_13 | id=statPop_libro5_indice; url=https://statutiascoli.it/statuti.html?id=2_5_0 | id=statPop_libro5_rubrica14; url=https://statutiascoli.it/statuti.html?id=2_5_14
castelloCastignano,https://statutiascoli.it/territorio.html?id=castelloCastignano,castello de Castegnano,castello,,,id=statPop_libro2_rubrica12; url=https://statutiascoli.it/statuti.html?id=2_2_13
castelloRotella,https://statutiascoli.it/territorio.html?id=castelloRotella,castello de Rotella,castello,,,id=statPop_libro2_rubrica12; url=https://statutiascoli.it/statuti.html?id=2_2_13
castelloQuintoDecimo,https://statutiascoli.it/territorio.html?id=castelloQuintoDecimo,castello de Quinto Decimo,castello,,,id=statPop_libro2_rubrica12; url=https://statutiascoli.it/statuti.html?id=2_2_13 | id=statPop_libro3_rubrica94; url=https://statutiascoli.it/statuti.html?id=2_3_95 | id=statPop_libro4_rubrica13; url=https://statutiascoli.it/statuti.html?id=2_4_13
castelloMontePassillo,https://statutiascoli.it/territorio.html?id=castelloMontePassillo,castello de Monte Paxillo,castello,,,id=statPop_libro1_rubrica15; url=https://statutiascoli.it/statuti.html?id=2_1_16 | id=statPop_libro1_rubrica29; url=https://statutiascoli.it/statuti.html?id=2_1_30 | id=statPop_libro2_rubrica22; url=https://statutiascoli.it/statuti.html?id=2_2_23 | id=statPop_libro4_rubrica6; url=https://statutiascoli.it/statuti.html?id=2_4_6
castelloCastorano,https://statutiascoli.it/territorio.html?id=castelloCastorano,castello de Castorano,castello,,,id=statPop_libro2_rubrica22; url=https://statutiascoli.it/statuti.html?id=2_2_23 | id=statPop_libro4_rubrica6; url=https://statutiascoli.it/statuti.html?id=2_4_6
castelloMonteCretaccio,https://statutiascoli.it/territorio.html?id=castelloMonteCretaccio,castello de monte Cretaccio,castello,,,id=statPop_libro1_rubrica15; url=https://statutiascoli.it/statuti.html?id=2_1_16 | id=statPop_libro1_rubrica99; url=https://statutiascoli.it/statuti.html?id=2_1_100 | id=statPop_libro2_rubrica22; url=https://statutiascoli.it/statuti.html?id=2_2_23
castelloMontecalvo,https://statutiascoli.it/territorio.html?id=castelloMontecalvo,castello de monte Calvo,castello,,,id=statPop_libro1_rubrica15; url=https://statutiascoli.it/statuti.html?id=2_1_16 | id=statPop_libro2_rubrica22; url=https://statutiascoli.it/statuti.html?id=2_2_23
castelloPortoMare,https://statutiascoli.it/territorio.html?id=castelloPortoMare,castello de lu Porto ad mare,castello,,,id=statPop_libro2_rubrica22; url=https://statutiascoli.it/statuti.html?id=2_2_23 | id=statPop_libro4_rubrica6; url=https://statutiascoli.it/statuti.html?id=2_4_6
castelloVecchio,https://statutiascoli.it/territorio.html?id=castelloVecchio,castello vechio,castello,,,id=statPop_libro4_rubrica6; url=https://statutiascoli.it/statuti.html?id=2_4_6 | id=statPop_libro4_rubrica9; url=https://statutiascoli.it/statuti.html?id=2_4_9
castelloCastiglione,https://statutiascoli.it/territorio.html?id=castelloCastiglione,castello de Castiglione,castello,,,id=statPop_libro1_rubrica15; url=https://statutiascoli.it/statuti.html?id=2_1_16 | id=statPop_libro4_rubrica6; url=https://statutiascoli.it/statuti.html?id=2_4_6
castelloMonsampoloTronto,https://statutiascoli.it/territorio.html?id=castelloMonsampoloTronto,castello de lu monte Santo Polo,castello,,,id=statPop_libro1_rubrica29; url=https://statutiascoli.it/statuti.html?id=2_1_30 | id=statPop_libro4_rubrica6; url=https://statutiascoli.it/statuti.html?id=2_4_6
castelloMonteprandone,https://statutiascoli.it/territorio.html?id=castelloMonteprandone,castello de monte Pranduni,castello,,,id=statPop_libro4_rubrica6; url=https://statutiascoli.it/statuti.html?id=2_4_6 | id=statPop_libro4_rubrica9; url=https://statutiascoli.it/statuti.html?id=2_4_9
castelloMontemoro,https://statutiascoli.it/territorio.html?id=castelloMontemoro,castello de monte Moro,castello,https://www.wikidata.org/wiki/Q18496574,,id=statPop_libro1_rubrica99; url=https://statutiascoli.it/statuti.html?id=2_1_100 | id=statPop_libro4_rubrica6; url=https://statutiascoli.it/statuti.html?id=2_4_6
castelloAncarano,https://statutiascoli.it/territorio.html?id=castelloAncarano,castello de Ancharano,castello,,,id=statPop_libro4_rubrica6; url=https://statutiascoli.it/statuti.html?id=2_4_6
castelloSanPietroErreto,https://statutiascoli.it/territorio.html?id=castelloSanPietroErreto,castello de Sancto Petro in Erreto,castello,,,id=statPop_libro1_rubrica99; url=https://statutiascoli.it/statuti.html?id=2_1_100
castelloRipaberarda,https://statutiascoli.it/territorio.html?id=castelloRipaberarda,castello de la Ripa Berarda,castello,,,id=statPop_libro1_rubrica99; url=https://statutiascoli.it/statuti.html?id=2_1_100 | id=statPop_libro3_rubrica78; url=https://statutiascoli.it/statuti.html?id=2_3_79
castelloCapradosso,https://statutiascoli.it/territorio.html?id=castelloCapradosso,castello de Capradosso,castello,,,id=statPop_libro1_rubrica99; url=https://statutiascoli.it/statuti.html?id=2_1_100
castelloCollinaFornace,https://statutiascoli.it/territorio.html?id=castelloCollinaFornace,castello de la Collina de la Fornace,castello,,,id=statPop_libro1_rubrica99; url=https://statutiascoli.it/statuti.html?id=2_1_100
castelloPortella,https://statutiascoli.it/territorio.html?id=castelloPortella,castello de la Portella,castello,,,id=statPop_libro1_rubrica99; url=https://statutiascoli.it/statuti.html?id=2_1_100
castelloCasalena,https://statutiascoli.it/territorio.html?id=castelloCasalena,castello de Casalena,castello,,,id=statPop_libro1_rubrica99; url=https://statutiascoli.it/statuti.html?id=2_1_100
castelloColotoNovo,https://statutiascoli.it/territorio.html?id=castelloColotoNovo,castello de Coloto Novo,castello,,,id=statPop_libro1_rubrica99; url=https://statutiascoli.it/statuti.html?id=2_1_100
castelloPoggioPaganelli,https://statutiascoli.it/territorio.html?id=castelloPoggioPaganelli,castello de lu Pojo de li Paganelli,castello,,,id=statPop_libro1_rubrica99; url=https://statutiascoli.it/statuti.html?id=2_1_100
castelloCagnano,https://statutiascoli.it/territorio.html?id=castelloCagnano,castello de Cagnano,castello,,,id=statPop_libro1_rubrica15; url=https://statutiascoli.it/statuti.html?id=2_1_16
castelloAcquaSanta,https://statutiascoli.it/territorio.html?id=castelloAcquaSanta,castello de l'Acqua Sancta,castello,,,id=statPop_libro1_rubrica15; url=https://statutiascoli.it/statuti.html?id=2_1_16 | id=statPop_libro1_rubrica29; url=https://statutiascoli.it/statuti.html?id=2_1_30 | id=statPop_libro3_rubrica90; url=https://statutiascoli.it/statuti.html?id=2_3_91 | id=statPop_libro4_indice; url=https://statutiascoli.it/statuti.html?id=2_4_0 | id=statPop_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=2_4_15 | id=statPop_libro4_rubrica16; url=https://statutiascoli.it/statuti.html?id=2_4_16
castelloPolesio,https://statutiascoli.it/territorio.html?id=castelloPolesio,castello de Polexio,castello,,,id=statPop_libro3_rubrica94; url=https://statutiascoli.it/statuti.html?id=2_3_95
castelloRovetino,https://statutiascoli.it/territorio.html?id=castelloRovetino,castello de Rovetino,castello,,,id=statPop_libro2_rubrica22; url=https://statutiascoli.it/statuti.html?id=2_2_23
castelloMonteAlto,https://statutiascoli.it/territorio.html?id=castelloMonteAlto,castello de Monte Alto,castello,,,id=statPop_libro2_rubrica22; url=https://statutiascoli.it/statuti.html?id=2_2_23
fiumeCastellano,https://statutiascoli.it/territorio.html?id=fiumeCastellano,Fiume Castellano,fiume,https://www.wikidata.org/wiki/Q3662241,,id=statCom_libro3_rubrica31; url=https://statutiascoli.it/statuti.html?id=1_3_32 | id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16 | id=statPop_libro3_indice; url=https://statutiascoli.it/statuti.html?id=2_3_0 | id=statPop_libro3_rubrica65; url=https://statutiascoli.it/statuti.html?id=2_3_66 | id=statPop_libro3_rubrica9; url=https://statutiascoli.it/statuti.html?id=2_3_10
fiumeTronto,https://statutiascoli.it/territorio.html?id=fiumeTronto,Fiume Tronto,fiume,https://www.wikidata.org/wiki/Q14087,,id=statCom_libro3_rubrica31; url=https://statutiascoli.it/statuti.html?id=1_3_32 | id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16 | id=statPop_libro3_indice; url=https://statutiascoli.it/statuti.html?id=2_3_0 | id=statPop_libro3_rubrica65; url=https://statutiascoli.it/statuti.html?id=2_3_66 | id=statPop_libro3_rubrica68; url=https://statutiascoli.it/statuti.html?id=2_3_69 | id=statPop_libro3_rubrica9; url=https://statutiascoli.it/statuti.html?id=2_3_10 | id=statPop_libro3_rubrica94; url=https://statutiascoli.it/statuti.html?id=2_3_95
valleTronto,https://statutiascoli.it/territorio.html?id=valleTronto,Valle del Tronto,valle,https://www.wikidata.org/wiki/Q4008146,,id=statCom_libro3_rubrica106; url=https://statutiascoli.it/statuti.html?id=1_3_107 | id=statPop_libro1_rubrica15; url=https://statutiascoli.it/statuti.html?id=2_1_16 | id=statPop_libro3_indice; url=https://statutiascoli.it/statuti.html?id=2_3_0 | id=statPop_libro3_rubrica93; url=https://statutiascoli.it/statuti.html?id=2_3_94 | id=statPop_libro4_indice; url=https://statutiascoli.it/statuti.html?id=2_4_0 | id=statPop_libro4_rubrica9; url=https://statutiascoli.it/statuti.html?id=2_4_9
valleSanloparia,https://statutiascoli.it/territorio.html?id=valleSanloparia,Valle Sanloparia,valle,#,,id=statPop_libro1_rubrica15; url=https://statutiascoli.it/statuti.html?id=2_1_16
fiumePescara,https://statutiascoli.it/territorio.html?id=fiumePescara,Fiume Pescara,fiume,https://www.wikidata.org/wiki/Q71530,,id=statPop_libro1_indice; url=https://statutiascoli.it/statuti.html?id=2_1_0 | id=statPop_libro1_rubrica57; url=https://statutiascoli.it/statuti.html?id=2_1_58
fiumeFluvione,https://statutiascoli.it/territorio.html?id=fiumeFluvione,Fiume Fluvione,fiume,https://www.wikidata.org/wiki/Q108479645,,id=statPop_libro3_rubrica94; url=https://statutiascoli.it/statuti.html?id=2_3_95
fiumeChiaro,https://statutiascoli.it/territorio.html?id=fiumeChiaro,Fiume Chiaro,fiume,#,,id=statCom_libro3_rubrica31; url=https://statutiascoli.it/statuti.html?id=1_3_32 | id=statPop_libro3_rubrica12; url=https://statutiascoli.it/statuti.html?id=2_3_13 | id=statPop_libro3_rubrica20; url=https://statutiascoli.it/statuti.html?id=2_3_21
fiumeTenda,https://statutiascoli.it/territorio.html?id=fiumeTenda,Fiume Tenda,fiume,#,,id=statPop_libro1_rubrica57; url=https://statutiascoli.it/statuti.html?id=2_1_58
rivoSanNicolo,https://statutiascoli.it/territorio.html?id=rivoSanNicolo,Rivo de Sancto Nicolò,fiume,#,,id=statPop_libro3_rubrica20; url=https://statutiascoli.it/statuti.html?id=2_3_21
rivoMarino,https://statutiascoli.it/territorio.html?id=rivoMarino,Rivo de lu Marino,fiume,#,,id=statPop_libro3_rubrica44; url=https://statutiascoli.it/statuti.html?id=2_3_45
montePolesio,https://statutiascoli.it/territorio.html?id=montePolesio,Monte de Polexio,montagna,https://www.wikidata.org/wiki/Q2185502,,id=statPop_libro1_rubrica15; url=https://statutiascoli.it/statuti.html?id=2_1_16 | id=statPop_libro3_rubrica94; url=https://statutiascoli.it/statuti.html?id=2_3_95
montiSantaMaria,https://statutiascoli.it/territorio.html?id=montiSantaMaria,Monti de Sancta Maria,montagna,,,id=statPop_libro1_rubrica15; url=https://statutiascoli.it/statuti.html?id=2_1_16
montePolo,https://statutiascoli.it/territorio.html?id=montePolo,Monte de Polo,montagna,,,id=statPop_libro1_rubrica15; url=https://statutiascoli.it/statuti.html?id=2_1_16
fontePalaretta,https://statutiascoli.it/territorio.html?id=fontePalaretta,Fonte de Palarecta,fonte,,,id=statPop_libro3_indice; url=https://statutiascoli.it/statuti.html?id=2_3_0 | id=statPop_libro3_rubrica75; url=https://statutiascoli.it/statuti.html?id=2_3_76
fontePonteMaggiore,https://statutiascoli.it/territorio.html?id=fontePonteMaggiore,Fonte de ponte Majore,fonte,,,id=statPop_libro3_indice; url=https://statutiascoli.it/statuti.html?id=2_3_0 | id=statPop_libro3_rubrica76; url=https://statutiascoli.it/statuti.html?id=2_3_77 | id=statPop_libro3_rubrica77; url=https://statutiascoli.it/statuti.html?id=2_3_78
fonteCastelloRipaberarda,https://statutiascoli.it/territorio.html?id=fonteCastelloRipaberarda,Fonte del castello de Ripa Berarda,fonte,,,id=statPop_libro3_indice; url=https://statutiascoli.it/statuti.html?id=2_3_0 | id=statPop_libro3_rubrica78; url=https://statutiascoli.it/statuti.html?id=2_3_79
capoDeRivo,https://statutiascoli.it/territorio.html?id=capoDeRivo,Capo de rivo,,,,id=statPop_libro3_indice; url=https://statutiascoli.it/statuti.html?id=2_3_0
Colundata,https://statutiascoli.it/territorio.html?id=Colundata,Colundata,,,,id=statPop_libro3_rubrica13; url=https://statutiascoli.it/statuti.html?id=2_3_14
Forca,https://statutiascoli.it/territorio.html?id=Forca,Forcha,,,,id=statPop_libro3_rubrica12; url=https://statutiascoli.it/statuti.html?id=2_3_13 | id=statPop_libro3_rubrica94; url=https://statutiascoli.it/statuti.html?id=2_3_95
Guallo,https://statutiascoli.it/territorio.html?id=Guallo,Guallo,,,,id=statCom_libro3_rubrica31; url=https://statutiascoli.it/statuti.html?id=1_3_32
Larhenqua,https://statutiascoli.it/territorio.html?id=Larhenqua,Larhenqua,,,,id=statCom_libro3_rubrica31; url=https://statutiascoli.it/statuti.html?id=1_3_32
Lisiano,https://statutiascoli.it/territorio.html?id=Lisiano,Lisiano,,,,id=statPop_libro3_rubrica76; url=https://statutiascoli.it/statuti.html?id=2_3_77
Rosara,https://statutiascoli.it/territorio.html?id=Rosara,Rosara,,,,id=statPop_libro3_rubrica94; url=https://statutiascoli.it/statuti.html?id=2_3_95
